,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affair
5244,4.0,17.5,2.5,1.0,2.0,12.0,2.0,2.0,False
5245,5.0,42.0,23.0,3.0,3.0,12.0,3.0,5.0,False
5246,5.0,27.0,2.5,1.0,3.0,17.0,4.0,4.0,False
5247,3.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,False
5248,5.0,27.0,2.5,2.0,2.0,14.0,3.0,4.0,False
5249,4.0,27.0,2.5,1.0,2.0,16.0,4.0,6.0,False
5250,5.0,27.0,2.5,1.0,1.0,14.0,2.0,2.0,False
5251,5.0,27.0,2.5,0.0,1.0,16.0,4.0,4.0,False
5252,5.0,27.0,2.5,0.0,4.0,14.0,5.0,5.0,False
5253,5.0,32.0,9.0,2.0,3.0,16.0,4.0,2.0,False
5254,5.0,42.0,23.0,1.0,3.0,14.0,2.0,5.0,False
5255,4.0,32.0,9.0,2.0,1.0,17.0,4.0,4.0,False
5256,4.0,22.0,2.5,0.0,3.0,14.0,3.0,1.0,False
5257,4.0,27.0,6.0,1.0,3.0,17.0,4.0,4.0,False
5258,5.0,22.0,2.5,0.0,1.0,14.0,4.0,2.0,False
5259,5.0,22.0,2.5,0.0,1.0,12.0,3.0,5.0,False
5260,4.0,27.0,2.5,1.0,2.0,14.0,5.0,5.0,False
5261,4.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,False
5262,4.0,27.0,6.0,0.0,3.0,20.0,6.0,6.0,False
5263,5.0,27.0,2.5,0.0,2.0,14.0,5.0,4.0,False
5264,5.0,32.0,16.5,2.0,3.0,12.0,3.0,2.0,False
5265,5.0,32.0,13.0,0.0,1.0,16.0,4.0,6.0,False
5266,4.0,27.0,9.0,0.0,4.0,14.0,3.0,4.0,False
5267,5.0,37.0,16.5,2.0,2.0,16.0,4.0,5.0,False
5268,5.0,32.0,16.5,4.0,2.0,16.0,4.0,5.0,False
5269,5.0,27.0,6.0,0.0,2.0,16.0,3.0,5.0,False
5270,5.0,27.0,6.0,2.0,1.0,16.0,3.0,5.0,False
5271,5.0,22.0,2.5,1.0,4.0,14.0,2.0,4.0,False
5272,3.0,32.0,2.5,1.0,2.0,14.0,3.0,3.0,False
5273,5.0,22.0,6.0,0.0,2.0,12.0,2.0,2.0,False
5274,5.0,42.0,23.0,2.0,2.0,12.0,4.0,4.0,False
5275,5.0,22.0,2.5,0.0,3.0,16.0,3.0,2.0,False
5276,4.0,37.0,9.0,2.0,3.0,20.0,4.0,2.0,False
5277,5.0,32.0,13.0,2.0,1.0,16.0,4.0,5.0,False
5278,5.0,42.0,23.0,1.0,4.0,20.0,4.0,4.0,False
5279,5.0,27.0,6.0,0.0,3.0,14.0,4.0,5.0,False
5280,3.0,42.0,23.0,2.0,2.0,17.0,3.0,4.0,False
5281,4.0,22.0,2.5,1.0,1.0,14.0,3.0,4.0,False
5282,4.0,37.0,16.5,3.0,2.0,14.0,3.0,3.0,False
5283,4.0,22.0,2.5,0.0,2.0,14.0,3.0,3.0,False
5284,3.0,27.0,6.0,0.0,1.0,16.0,5.0,5.0,False
5285,4.0,27.0,9.0,2.0,3.0,17.0,6.0,6.0,False
5286,4.0,37.0,16.5,2.0,4.0,14.0,5.0,5.0,False
5287,5.0,27.0,2.5,0.0,4.0,16.0,4.0,6.0,False
5288,5.0,42.0,23.0,2.0,3.0,12.0,2.0,4.0,False
5289,4.0,32.0,13.0,1.0,3.0,14.0,4.0,4.0,False
5290,5.0,42.0,23.0,5.5,3.0,12.0,3.0,5.0,False
5291,5.0,22.0,0.5,0.0,3.0,16.0,3.0,2.0,False
5292,5.0,27.0,2.5,1.0,1.0,14.0,3.0,5.0,False
5293,3.0,27.0,9.0,1.0,2.0,12.0,3.0,4.0,False
5294,5.0,42.0,13.0,5.5,2.0,12.0,3.0,5.0,False
5295,4.0,27.0,6.0,1.0,3.0,12.0,3.0,2.0,False
5296,5.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,False
5297,4.0,32.0,13.0,2.0,2.0,14.0,3.0,5.0,False
5298,4.0,42.0,23.0,2.0,2.0,14.0,3.0,4.0,False
5299,4.0,37.0,23.0,5.5,4.0,12.0,3.0,5.0,False
5300,3.0,22.0,2.5,0.0,2.0,14.0,4.0,2.0,False
5301,5.0,27.0,6.0,2.0,1.0,20.0,5.0,5.0,False
5302,4.0,27.0,2.5,2.0,2.0,16.0,4.0,6.0,False
5303,4.0,22.0,0.5,0.0,1.0,16.0,4.0,2.0,False
5304,2.0,32.0,16.5,4.0,2.0,14.0,4.0,2.0,False
5305,5.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,False
5306,5.0,22.0,2.5,0.0,4.0,16.0,2.0,4.0,False
5307,2.0,27.0,2.5,2.0,4.0,12.0,2.0,4.0,False
5308,4.0,27.0,2.5,1.0,2.0,14.0,5.0,2.0,False
5309,5.0,22.0,2.5,0.0,3.0,16.0,3.0,4.0,False
5310,5.0,27.0,16.5,3.0,2.0,14.0,2.0,4.0,False
5311,4.0,22.0,2.5,0.0,4.0,16.0,3.0,3.0,False
5312,5.0,42.0,23.0,5.5,4.0,14.0,3.0,5.0,False
5313,3.0,27.0,6.0,3.0,3.0,14.0,4.0,2.0,False
5314,5.0,27.0,2.5,2.0,1.0,14.0,4.0,6.0,False
5315,5.0,27.0,6.0,1.0,3.0,14.0,5.0,5.0,False
5316,4.0,27.0,16.5,2.0,3.0,14.0,3.0,5.0,False
5317,2.0,27.0,2.5,1.0,2.0,14.0,3.0,3.0,False
5318,2.0,32.0,13.0,2.0,1.0,12.0,2.0,2.0,False
5319,5.0,37.0,16.5,5.5,2.0,12.0,3.0,5.0,False
5320,5.0,42.0,23.0,3.0,3.0,12.0,2.0,2.0,False
5321,4.0,42.0,23.0,2.0,2.0,14.0,3.0,3.0,False
5322,5.0,22.0,2.5,1.0,2.0,12.0,3.0,4.0,False
5323,5.0,27.0,13.0,2.0,2.0,14.0,3.0,4.0,False
5324,5.0,32.0,6.0,2.0,4.0,20.0,6.0,6.0,False
5325,4.0,42.0,23.0,4.0,4.0,14.0,4.0,4.0,False
5326,5.0,37.0,16.5,2.0,2.0,14.0,3.0,5.0,False
5327,4.0,22.0,2.5,0.0,1.0,12.0,3.0,3.0,False
5328,4.0,22.0,2.5,0.0,4.0,14.0,3.0,5.0,False
5329,3.0,22.0,6.0,1.0,3.0,12.0,3.0,2.0,False
5330,4.0,27.0,6.0,2.0,3.0,14.0,3.0,3.0,False
5331,4.0,37.0,16.5,3.0,3.0,14.0,4.0,3.0,False
5332,2.0,42.0,13.0,0.0,2.0,12.0,3.0,4.0,False
5333,5.0,27.0,2.5,0.0,3.0,14.0,3.0,3.0,False
5334,4.0,27.0,6.0,1.0,3.0,14.0,3.0,4.0,False
5335,4.0,27.0,9.0,2.0,2.0,12.0,3.0,5.0,False
5336,5.0,22.0,2.5,0.0,1.0,16.0,6.0,4.0,False
5337,4.0,42.0,23.0,3.0,2.0,14.0,3.0,5.0,False
5338,4.0,32.0,9.0,3.0,2.0,16.0,3.0,5.0,False
5339,4.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,False
5340,4.0,27.0,6.0,2.0,4.0,17.0,4.0,2.0,False
5341,5.0,27.0,2.5,0.0,3.0,20.0,5.0,6.0,False
5342,5.0,27.0,6.0,0.0,4.0,14.0,3.0,4.0,False
5343,5.0,37.0,16.5,2.0,2.0,12.0,3.0,4.0,False
5344,4.0,37.0,16.5,2.0,2.0,14.0,4.0,4.0,False
5345,4.0,27.0,2.5,0.0,1.0,17.0,4.0,1.0,False
5346,4.0,27.0,13.0,2.0,2.0,12.0,3.0,4.0,False
5347,3.0,22.0,2.5,0.0,1.0,12.0,3.0,4.0,False
5348,3.0,37.0,16.5,2.0,3.0,12.0,3.0,4.0,False
5349,3.0,22.0,2.5,0.0,1.0,14.0,3.0,1.0,False
5350,4.0,27.0,2.5,1.0,1.0,17.0,4.0,4.0,False
5351,5.0,32.0,13.0,2.0,3.0,12.0,3.0,5.0,False
5352,5.0,42.0,13.0,0.0,3.0,12.0,5.0,2.0,False
5353,4.0,42.0,23.0,2.0,2.0,12.0,4.0,4.0,False
5354,4.0,27.0,9.0,2.0,2.0,14.0,2.0,3.0,False
5355,5.0,22.0,2.5,0.0,1.0,14.0,3.0,1.0,False
5356,5.0,27.0,6.0,2.0,3.0,16.0,5.0,4.0,False
5357,3.0,22.0,2.5,1.0,4.0,14.0,2.0,2.0,False
5358,4.0,32.0,16.5,3.0,2.0,14.0,3.0,5.0,False
5359,5.0,27.0,2.5,1.0,3.0,17.0,1.0,6.0,False
5360,4.0,27.0,6.0,0.0,2.0,17.0,4.0,4.0,False
5361,5.0,42.0,23.0,3.0,3.0,14.0,3.0,5.0,False
5362,5.0,27.0,2.5,0.0,1.0,20.0,4.0,5.0,False
5363,4.0,37.0,16.5,4.0,2.0,14.0,1.0,4.0,False
5364,5.0,17.5,0.5,0.0,3.0,12.0,3.0,4.0,False
5365,5.0,42.0,23.0,3.0,1.0,20.0,4.0,6.0,False
5366,5.0,32.0,13.0,2.0,4.0,14.0,3.0,5.0,False
5367,4.0,37.0,16.5,4.0,2.0,14.0,2.0,4.0,False
5368,5.0,32.0,16.5,2.0,2.0,14.0,3.0,4.0,False
5369,5.0,32.0,9.0,2.0,2.0,12.0,4.0,2.0,False
5370,5.0,42.0,23.0,5.5,3.0,12.0,5.0,4.0,False
5371,5.0,42.0,23.0,5.5,1.0,12.0,3.0,5.0,False
5372,5.0,27.0,6.0,0.0,1.0,12.0,3.0,4.0,False
5373,4.0,27.0,6.0,0.0,2.0,14.0,2.0,2.0,False
5374,4.0,22.0,6.0,2.0,2.0,12.0,2.0,4.0,False
5375,5.0,22.0,0.5,0.0,3.0,12.0,2.0,2.0,False
5376,3.0,32.0,6.0,0.0,1.0,20.0,4.0,2.0,False
5377,5.0,37.0,16.5,3.0,3.0,16.0,4.0,4.0,False
5378,5.0,42.0,23.0,1.0,3.0,16.0,5.0,5.0,False
5379,5.0,27.0,0.5,0.0,3.0,20.0,4.0,4.0,False
5380,4.0,27.0,9.0,2.0,1.0,12.0,4.0,5.0,False
5381,5.0,42.0,23.0,5.5,2.0,14.0,4.0,4.0,False
5382,4.0,42.0,23.0,3.0,2.0,14.0,3.0,3.0,False
5383,4.0,37.0,16.5,4.0,3.0,14.0,2.0,4.0,False
5384,4.0,27.0,9.0,1.0,4.0,12.0,4.0,5.0,False
5385,4.0,22.0,2.5,0.0,2.0,12.0,3.0,3.0,False
5386,5.0,32.0,9.0,2.0,2.0,16.0,3.0,2.0,False
5387,4.0,22.0,2.5,0.0,1.0,14.0,2.0,2.0,False
5388,4.0,32.0,6.0,1.0,4.0,17.0,4.0,6.0,False
5389,5.0,22.0,6.0,1.0,2.0,12.0,2.0,4.0,False
5390,5.0,32.0,13.0,1.0,3.0,16.0,5.0,6.0,False
5391,5.0,27.0,9.0,0.0,4.0,14.0,3.0,5.0,False
5392,5.0,27.0,13.0,2.0,3.0,17.0,4.0,4.0,False
5393,4.0,27.0,6.0,0.0,3.0,14.0,3.0,6.0,False
5394,4.0,32.0,9.0,2.0,4.0,16.0,4.0,5.0,False
5395,4.0,37.0,23.0,5.5,2.0,14.0,4.0,4.0,False
5396,2.0,22.0,6.0,0.0,2.0,14.0,3.0,5.0,False
5397,4.0,22.0,2.5,0.0,3.0,16.0,4.0,3.0,False
5398,3.0,27.0,9.0,3.0,4.0,14.0,2.0,2.0,False
5399,5.0,37.0,16.5,3.0,3.0,14.0,3.0,3.0,False
5400,3.0,37.0,23.0,4.0,2.0,14.0,5.0,4.0,False
5401,1.0,42.0,13.0,2.0,1.0,14.0,5.0,5.0,False
5402,5.0,17.5,0.5,0.0,4.0,12.0,1.0,4.0,False
5403,4.0,32.0,23.0,3.0,2.0,9.0,2.0,6.0,False
5404,5.0,37.0,13.0,2.0,2.0,16.0,5.0,2.0,False
5405,5.0,22.0,2.5,0.0,3.0,17.0,5.0,5.0,False
5406,5.0,22.0,2.5,1.0,3.0,14.0,3.0,5.0,False
5407,4.0,42.0,23.0,4.0,2.0,14.0,6.0,2.0,False
5408,2.0,42.0,16.5,2.0,3.0,14.0,3.0,5.0,False
5409,5.0,27.0,2.5,1.0,3.0,16.0,4.0,2.0,False
5410,5.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,False
5411,4.0,27.0,2.5,1.0,2.0,14.0,3.0,3.0,False
5412,4.0,42.0,23.0,2.0,3.0,16.0,3.0,6.0,False
5413,4.0,37.0,23.0,3.0,2.0,12.0,2.0,2.0,False
5414,4.0,32.0,9.0,3.0,3.0,16.0,4.0,4.0,False
5415,3.0,27.0,6.0,0.0,2.0,14.0,4.0,2.0,False
5416,4.0,27.0,2.5,0.0,1.0,16.0,4.0,2.0,False
5417,4.0,27.0,9.0,2.0,3.0,14.0,3.0,4.0,False
5418,5.0,22.0,2.5,0.0,2.0,14.0,3.0,1.0,False
5419,5.0,27.0,6.0,2.0,3.0,12.0,2.0,2.0,False
5420,4.0,27.0,6.0,0.0,4.0,9.0,2.0,2.0,False
5421,4.0,32.0,13.0,3.0,2.0,14.0,3.0,5.0,False
5422,1.0,42.0,23.0,3.0,3.0,12.0,2.0,3.0,False
5423,3.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,False
5424,4.0,27.0,16.5,2.0,1.0,12.0,2.0,4.0,False
5425,3.0,22.0,2.5,0.0,3.0,14.0,4.0,5.0,False
5426,4.0,22.0,2.5,1.0,1.0,14.0,4.0,4.0,False
5427,5.0,27.0,6.0,2.0,2.0,14.0,1.0,2.0,False
5428,4.0,27.0,9.0,4.0,3.0,14.0,2.0,5.0,False
5429,4.0,22.0,0.5,0.0,3.0,17.0,4.0,1.0,False
5430,4.0,27.0,2.5,1.0,3.0,16.0,4.0,2.0,False
5431,5.0,22.0,2.5,1.0,2.0,14.0,2.0,2.0,False
5432,5.0,22.0,0.5,0.0,3.0,14.0,3.0,5.0,False
5433,5.0,32.0,16.5,4.0,2.0,14.0,4.0,6.0,False
5434,4.0,22.0,2.5,0.0,1.0,16.0,2.0,5.0,False
5435,3.0,27.0,9.0,2.0,2.0,14.0,3.0,5.0,False
5436,5.0,22.0,0.5,0.0,3.0,17.0,4.0,5.0,False
5437,4.0,42.0,13.0,2.0,3.0,16.0,5.0,5.0,False
5438,5.0,27.0,2.5,0.0,3.0,16.0,4.0,5.0,False
5439,4.0,27.0,6.0,0.0,3.0,16.0,4.0,2.0,False
5440,5.0,22.0,2.5,1.0,1.0,16.0,3.0,2.0,False
5441,5.0,32.0,16.5,2.0,2.0,14.0,5.0,5.0,False
5442,5.0,27.0,6.0,0.0,3.0,12.0,3.0,2.0,False
5443,5.0,37.0,16.5,2.0,1.0,14.0,5.0,2.0,False
5444,3.0,27.0,6.0,0.0,2.0,16.0,5.0,4.0,False
5445,5.0,32.0,9.0,2.0,2.0,12.0,3.0,2.0,False
5446,4.0,27.0,13.0,2.0,1.0,14.0,4.0,4.0,False
5447,5.0,22.0,2.5,0.0,1.0,12.0,2.0,4.0,False
5448,5.0,27.0,2.5,0.0,3.0,14.0,3.0,5.0,False
5449,2.0,22.0,2.5,1.0,3.0,16.0,3.0,2.0,False
5450,5.0,42.0,13.0,1.0,3.0,12.0,2.0,6.0,False
5451,3.0,32.0,16.5,3.0,3.0,14.0,3.0,5.0,False
5452,4.0,27.0,6.0,2.0,2.0,14.0,2.0,3.0,False
5453,5.0,42.0,23.0,2.0,2.0,14.0,3.0,2.0,False
5454,4.0,42.0,23.0,3.0,4.0,16.0,3.0,5.0,False
5455,4.0,37.0,16.5,1.0,2.0,12.0,2.0,4.0,False
5456,4.0,32.0,16.5,3.0,4.0,12.0,2.0,2.0,False
5457,5.0,22.0,2.5,2.0,1.0,14.0,3.0,4.0,False
5458,3.0,27.0,6.0,0.0,1.0,14.0,3.0,4.0,False
5459,5.0,32.0,16.5,3.0,1.0,12.0,2.0,5.0,False
5460,5.0,27.0,9.0,2.0,2.0,14.0,3.0,5.0,False
5461,5.0,27.0,6.0,2.0,2.0,12.0,2.0,2.0,False
5462,4.0,27.0,6.0,1.0,2.0,14.0,4.0,5.0,False
5463,5.0,27.0,16.5,1.0,2.0,14.0,3.0,2.0,False
5464,5.0,17.5,0.5,0.0,3.0,14.0,3.0,5.0,False
5465,4.0,42.0,23.0,2.0,1.0,12.0,3.0,4.0,False
5466,4.0,37.0,16.5,3.0,1.0,12.0,4.0,4.0,False
5467,5.0,42.0,23.0,3.0,2.0,14.0,5.0,4.0,False
5468,5.0,27.0,2.5,0.0,1.0,16.0,3.0,2.0,False
5469,4.0,37.0,23.0,3.0,2.0,12.0,3.0,5.0,False
5470,5.0,27.0,2.5,0.0,2.0,14.0,5.0,1.0,False
5471,3.0,17.5,2.5,0.0,2.0,12.0,1.0,2.0,False
5472,4.0,42.0,23.0,1.0,3.0,12.0,3.0,3.0,False
5473,5.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,False
5474,3.0,22.0,2.5,1.0,3.0,14.0,5.0,4.0,False
5475,5.0,17.5,0.5,0.0,1.0,12.0,3.0,2.0,False
5476,5.0,32.0,6.0,1.0,1.0,17.0,4.0,6.0,False
5477,3.0,27.0,2.5,0.0,1.0,17.0,4.0,2.0,False
5478,3.0,37.0,16.5,3.0,4.0,14.0,4.0,6.0,False
5479,5.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,False
5480,5.0,22.0,2.5,0.0,2.0,16.0,4.0,4.0,False
5481,5.0,32.0,16.5,3.0,4.0,14.0,4.0,5.0,False
5482,4.0,27.0,6.0,1.0,1.0,14.0,3.0,5.0,False
5483,4.0,22.0,0.5,0.0,3.0,16.0,4.0,1.0,False
5484,4.0,22.0,2.5,0.0,4.0,14.0,3.0,5.0,False
5485,4.0,32.0,16.5,2.0,3.0,12.0,3.0,4.0,False
5486,4.0,22.0,2.5,0.0,1.0,12.0,2.0,4.0,False
5487,3.0,27.0,2.5,0.0,2.0,12.0,3.0,1.0,False
5488,4.0,22.0,2.5,0.0,1.0,16.0,3.0,4.0,False
5489,4.0,27.0,6.0,1.0,2.0,14.0,5.0,5.0,False
5490,4.0,32.0,16.5,4.0,4.0,14.0,3.0,5.0,False
5491,1.0,27.0,6.0,0.0,2.0,14.0,4.0,5.0,False
5492,5.0,27.0,6.0,2.0,4.0,14.0,3.0,2.0,False
5493,5.0,32.0,16.5,3.0,1.0,12.0,2.0,5.0,False
5494,5.0,22.0,2.5,0.0,3.0,12.0,5.0,4.0,False
5495,4.0,27.0,0.5,0.0,2.0,14.0,3.0,5.0,False
5496,4.0,17.5,2.5,1.0,1.0,12.0,2.0,4.0,False
5497,5.0,42.0,23.0,2.0,3.0,14.0,3.0,5.0,False
5498,4.0,37.0,9.0,1.0,3.0,12.0,2.0,5.0,False
5499,5.0,42.0,23.0,3.0,3.0,16.0,3.0,3.0,False
5500,5.0,22.0,2.5,0.0,2.0,14.0,1.0,4.0,False
5501,5.0,42.0,23.0,3.0,3.0,12.0,4.0,5.0,False
5502,3.0,22.0,2.5,0.0,4.0,14.0,3.0,5.0,False
5503,5.0,27.0,9.0,2.0,2.0,12.0,3.0,3.0,False
5504,4.0,37.0,16.5,2.0,4.0,14.0,4.0,4.0,False
5505,4.0,42.0,23.0,3.0,1.0,12.0,3.0,5.0,False
5506,4.0,27.0,16.5,2.0,3.0,16.0,3.0,4.0,False
5507,5.0,32.0,2.5,0.0,4.0,17.0,5.0,4.0,False
5508,5.0,27.0,9.0,1.0,2.0,12.0,3.0,5.0,False
5509,5.0,27.0,6.0,0.0,1.0,14.0,3.0,4.0,False
5510,1.0,37.0,13.0,2.0,1.0,17.0,4.0,4.0,False
5511,2.0,17.5,0.5,0.0,2.0,12.0,3.0,2.0,False
5512,5.0,27.0,6.0,2.0,2.0,14.0,3.0,3.0,False
5513,4.0,42.0,23.0,3.0,2.0,12.0,5.0,6.0,False
5514,5.0,32.0,23.0,3.0,2.0,12.0,3.0,4.0,False
5515,4.0,32.0,13.0,3.0,2.0,14.0,4.0,6.0,False
5516,4.0,17.5,0.5,0.0,2.0,16.0,4.0,4.0,False
5517,5.0,27.0,0.5,0.0,3.0,14.0,2.0,2.0,False
5518,4.0,27.0,6.0,0.0,2.0,16.0,4.0,4.0,False
5519,5.0,32.0,13.0,3.0,3.0,16.0,4.0,5.0,False
5520,4.0,22.0,2.5,0.0,1.0,17.0,4.0,5.0,False
5521,5.0,32.0,2.5,0.0,1.0,20.0,2.0,1.0,False
5522,2.0,32.0,16.5,3.0,4.0,12.0,5.0,5.0,False
5523,3.0,32.0,9.0,0.0,4.0,20.0,4.0,4.0,False
5524,3.0,22.0,0.5,0.0,2.0,17.0,1.0,5.0,False
5525,4.0,27.0,9.0,2.0,2.0,12.0,3.0,2.0,False
5526,5.0,42.0,23.0,3.0,3.0,12.0,5.0,4.0,False
5527,5.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,False
5528,5.0,22.0,2.5,1.0,1.0,14.0,2.0,2.0,False
5529,5.0,42.0,23.0,3.0,2.0,12.0,5.0,5.0,False
5530,5.0,37.0,16.5,4.0,3.0,20.0,4.0,4.0,False
5531,4.0,22.0,2.5,1.0,3.0,12.0,3.0,4.0,False
5532,3.0,27.0,6.0,1.0,1.0,17.0,5.0,6.0,False
5533,2.0,27.0,2.5,0.0,3.0,12.0,3.0,2.0,False
5534,4.0,22.0,6.0,2.0,2.0,12.0,4.0,4.0,False
5535,5.0,27.0,9.0,0.0,1.0,17.0,4.0,6.0,False
5536,4.0,22.0,2.5,2.0,2.0,12.0,3.0,2.0,False
5537,4.0,22.0,2.5,1.0,2.0,12.0,3.0,1.0,False
5538,4.0,42.0,23.0,2.0,2.0,12.0,2.0,5.0,False
5539,3.0,32.0,6.0,0.0,1.0,16.0,4.0,4.0,False
5540,5.0,22.0,2.5,1.0,3.0,17.0,4.0,4.0,False
5541,5.0,22.0,2.5,0.0,2.0,12.0,4.0,1.0,False
5542,4.0,37.0,23.0,2.0,3.0,20.0,4.0,4.0,False
5543,3.0,27.0,6.0,1.0,2.0,12.0,4.0,2.0,False
5544,5.0,32.0,13.0,3.0,2.0,14.0,4.0,5.0,False
5545,4.0,32.0,16.5,2.0,2.0,14.0,3.0,4.0,False
5546,5.0,42.0,23.0,3.0,2.0,14.0,3.0,4.0,False
5547,4.0,32.0,13.0,2.0,4.0,14.0,2.0,4.0,False
5548,4.0,32.0,6.0,0.0,2.0,14.0,3.0,5.0,False
5549,4.0,42.0,23.0,2.0,3.0,14.0,5.0,5.0,False
5550,5.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,False
5551,4.0,27.0,6.0,0.0,1.0,16.0,3.0,2.0,False
5552,5.0,27.0,2.5,0.0,4.0,14.0,3.0,6.0,False
5553,2.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,False
5554,5.0,27.0,6.0,1.0,2.0,16.0,4.0,6.0,False
5555,5.0,27.0,6.0,0.0,2.0,17.0,4.0,6.0,False
5556,5.0,27.0,6.0,1.0,2.0,12.0,5.0,5.0,False
5557,4.0,22.0,2.5,0.0,2.0,16.0,3.0,4.0,False
5558,4.0,27.0,9.0,1.0,1.0,14.0,3.0,4.0,False
5559,4.0,32.0,6.0,2.0,1.0,17.0,4.0,4.0,False
5560,5.0,22.0,0.5,0.0,2.0,14.0,3.0,1.0,False
5561,5.0,22.0,2.5,2.0,3.0,14.0,4.0,4.0,False
5562,4.0,22.0,2.5,0.0,3.0,12.0,3.0,4.0,False
5563,4.0,32.0,16.5,2.0,2.0,9.0,3.0,5.0,False
5564,5.0,27.0,6.0,0.0,1.0,14.0,3.0,5.0,False
5565,5.0,22.0,6.0,2.0,3.0,12.0,2.0,4.0,False
5566,5.0,22.0,2.5,1.0,3.0,16.0,4.0,5.0,False
5567,4.0,27.0,2.5,0.0,3.0,17.0,4.0,4.0,False
5568,5.0,27.0,2.5,0.0,4.0,20.0,4.0,4.0,False
5569,5.0,27.0,6.0,2.0,4.0,12.0,2.0,5.0,False
5570,5.0,22.0,0.5,0.0,2.0,14.0,2.0,5.0,False
5571,5.0,22.0,2.5,2.0,2.0,12.0,2.0,2.0,False
5572,5.0,27.0,2.5,0.0,4.0,14.0,3.0,4.0,False
5573,5.0,22.0,2.5,0.0,2.0,14.0,3.0,3.0,False
5574,5.0,17.5,0.5,0.0,4.0,12.0,2.0,4.0,False
5575,5.0,32.0,13.0,2.0,2.0,14.0,5.0,4.0,False
5576,3.0,27.0,6.0,0.0,2.0,12.0,5.0,5.0,False
5577,4.0,37.0,16.5,3.0,3.0,12.0,3.0,5.0,False
5578,5.0,32.0,13.0,2.0,2.0,17.0,4.0,3.0,False
5579,4.0,22.0,2.5,1.0,3.0,14.0,4.0,4.0,False
5580,5.0,27.0,2.5,0.0,2.0,14.0,5.0,5.0,False
5581,5.0,32.0,9.0,2.0,4.0,16.0,4.0,5.0,False
5582,4.0,27.0,6.0,1.0,2.0,14.0,2.0,2.0,False
5583,4.0,27.0,6.0,1.0,2.0,14.0,2.0,3.0,False
5584,5.0,32.0,2.5,0.0,3.0,14.0,4.0,4.0,False
5585,5.0,22.0,0.5,0.0,1.0,14.0,5.0,6.0,False
5586,4.0,27.0,2.5,0.0,2.0,14.0,2.0,2.0,False
5587,4.0,22.0,2.5,0.0,3.0,16.0,4.0,1.0,False
5588,5.0,42.0,16.5,3.0,3.0,14.0,3.0,4.0,False
5589,5.0,42.0,16.5,2.0,4.0,14.0,3.0,4.0,False
5590,5.0,22.0,0.5,0.0,3.0,14.0,3.0,3.0,False
5591,4.0,22.0,2.5,1.0,1.0,14.0,2.0,5.0,False
5592,5.0,42.0,23.0,5.5,2.0,12.0,2.0,2.0,False
5593,5.0,27.0,2.5,0.0,2.0,16.0,3.0,6.0,False
5594,5.0,22.0,2.5,0.0,2.0,14.0,3.0,3.0,False
5595,4.0,22.0,0.5,0.0,3.0,14.0,3.0,5.0,False
5596,5.0,27.0,6.0,0.0,2.0,14.0,4.0,1.0,False
5597,5.0,27.0,6.0,0.0,4.0,17.0,4.0,4.0,False
5598,5.0,37.0,23.0,2.0,3.0,17.0,4.0,4.0,False
5599,4.0,27.0,6.0,2.0,3.0,14.0,4.0,4.0,False
5600,4.0,22.0,2.5,0.0,1.0,12.0,3.0,3.0,False
5601,5.0,37.0,13.0,2.0,2.0,14.0,5.0,2.0,False
5602,4.0,17.5,0.5,0.0,4.0,12.0,2.0,5.0,False
5603,4.0,22.0,2.5,1.0,1.0,14.0,3.0,2.0,False
5604,5.0,27.0,2.5,0.0,1.0,17.0,4.0,5.0,False
5605,5.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,False
5606,4.0,27.0,6.0,1.0,3.0,16.0,3.0,1.0,False
5607,5.0,22.0,2.5,0.0,3.0,16.0,3.0,2.0,False
5608,1.0,42.0,23.0,4.0,3.0,14.0,3.0,5.0,False
5609,4.0,27.0,6.0,1.0,3.0,12.0,3.0,3.0,False
5610,5.0,22.0,2.5,0.0,1.0,14.0,3.0,5.0,False
5611,4.0,27.0,6.0,1.0,3.0,16.0,4.0,4.0,False
5612,4.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,False
5613,5.0,22.0,2.5,0.0,2.0,12.0,4.0,2.0,False
5614,4.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,False
5615,5.0,17.5,0.5,0.0,1.0,14.0,3.0,5.0,False
5616,3.0,37.0,16.5,3.0,4.0,17.0,4.0,5.0,False
5617,4.0,32.0,2.5,1.0,3.0,17.0,4.0,3.0,False
5618,5.0,32.0,16.5,3.0,3.0,14.0,4.0,5.0,False
5619,5.0,22.0,6.0,2.0,2.0,12.0,2.0,5.0,False
5620,4.0,27.0,6.0,0.0,2.0,16.0,3.0,6.0,False
